ders_kodu,dersinadi,ogretimyili,donem,LLM_METIN
BİM444,Bilgisayar Mühendisliği Uygulamaları,2024-2025,BAHAR,"DERS KODU: BİM444 | DERS ADI: Bilgisayar Mühendisliği Uygulamaları
- ÖĞRETİM YILI/DÖNEM: 2024-2025/BAHAR
- YARIYIL: 8, KREDİ: 7.0
- KONTENJAN (Toplam/Birim İçi): 4/0
- DETAYLI İÇERİK: Bilgisayar Yazılımı ve Donanımı Konularından Elde Edilen Bilgilerin Bir Araya Getirilerek Günlük Hayat Problemlerine Uygulanması; Gerekli Bilgisayar Sisteminin Analiz, Tasarım ve Gerçeklemesi; Gerceklenen Yazılım/Donanım Sisteminin Test Edilmesi, Raporlanması ve Sunumu.
---
"
BİM444,Computer Engineering Applications (Bilgisayar Mühendisliği Uygulamaları),2024-2025,BAHAR,"DERS KODU: BİM444 | DERS ADI: Computer Engineering Applications (Bilgisayar Mühendisliği Uygulamaları)
- ÖĞRETİM YILI/DÖNEM: 2024-2025/BAHAR
- YARIYIL: 8, KREDİ: 7.0
- KONTENJAN (Toplam/Birim İçi): 4/0
- DETAYLI İÇERİK: Bilgisayar Yazılımı ve Donanımı Konularından Elde Edilen Bilgilerin Bir Araya Getirilerek Günlük Hayat Problemlerine Uygulanması; Gerekli Bilgisayar Sisteminin Analiz, Tasarım ve Gerçeklemesi; Gerceklenen Yazılım/Donanım Sisteminin Test Edilmesi, Raporlanması ve Sunumu.
---
"
ESTÜ112,Herkes için Siber Güvenlik,2024-2025,GÜZ,"DERS KODU: ESTÜ112 | DERS ADI: Herkes için Siber Güvenlik
- ÖĞRETİM YILI/DÖNEM: 2024-2025/GÜZ
- YARIYIL: 1, KREDİ: 2.0
- KONTENJAN (Toplam/Birim İçi): 10/22
- DETAYLI İÇERİK: Temel Kavramlar: Bilgisayar bileşenleri ve tanımları; Yazılım: Sistem yazılımları, Uygulama yazılımları; Bilgisayar Ağları: Ağ Kavramı ve İnternet; Zararlı Yazılımlar ve Ağ Saldırıları: Virüsler, Ataklar; Bilgisayar ve Erişim Güvenliği: Parola seçimi, Dosya paylaşımı, Yedekleme; İnternet güvenliği: SSL, Sahte web siteleri; Sosyal Platformlarda Güvenlik: Sahte haberler ve kişiler; Güvenlik Analizi: Sistem analizi, Ağ trafik analizi; Sistem ve Ağ Güvenliği: Ağ güvenliği, Sistemi güvenliği, Mobil cihaz güvenliği; Bilgi Güvenliği Yönetim Sistemi: ISO 27001; Kişisel Verilerin Korunması Kanunu (KVKK): KVKK prosedürleri; Bilişim Hukuku: Bilişim suçları ve cezaları.
---
"
FİZ108,Fizik Laboratuvarı II,2024-2025,BAHAR,"DERS KODU: FİZ108 | DERS ADI: Fizik Laboratuvarı II
- ÖĞRETİM YILI/DÖNEM: 2024-2025/BAHAR
- YARIYIL: 2, KREDİ: 1.5
- KONTENJAN (Toplam/Birim İçi): 31/0
- DETAYLI İÇERİK: Elektriksel Ölçü Aletlerinin Kullanımı; Elektrik Deneylerinde Dikkat Edilecek Güvenlik Kuralları Deneysel Çalışma İlkeleri ve Deney Raporlarının Hazırlanışı; Paralel Levhalı Kondansatörler; İletken Yüzeylerde Yük Dağılımının İncelenmesi; DC Elektrik Devrelerinde Ohm Yasası; Wheatstone Köprüsü; Elektromanyetik İndüksiyon Transformatör; Emk ve İç Direnç Saptanması; Frekans Tayini; Elektroliz; Osiloskop.
---
"
FİZ108,Physics Laboratory II (Fizik Laboratuvarı II),2024-2025,BAHAR,"DERS KODU: FİZ108 | DERS ADI: Physics Laboratory II (Fizik Laboratuvarı II)
- ÖĞRETİM YILI/DÖNEM: 2024-2025/BAHAR
- YARIYIL: 2, KREDİ: 1.5
- KONTENJAN (Toplam/Birim İçi): 31/0
- DETAYLI İÇERİK: Elektriksel Ölçü Aletlerinin Kullanımı; Elektrik Deneylerinde Dikkat Edilecek Güvenlik Kuralları Deneysel Çalışma İlkeleri ve Deney Raporlarının Hazırlanışı; Paralel Levhalı Kondansatörler; İletken Yüzeylerde Yük Dağılımının İncelenmesi; DC Elektrik Devrelerinde Ohm Yasası; Wheatstone Köprüsü; Elektromanyetik İndüksiyon Transformatör; Emk ve İç Direnç Saptanması; Frekans Tayini; Elektroliz; Osiloskop.
---
"
BİM444,Computer Engineering Applications (Bilgisayar Mühendisliği Uygulamaları),2024-2025,BAHAR,"DERS KODU: BİM444 | DERS ADI: Computer Engineering Applications (Bilgisayar Mühendisliği Uygulamaları)
- ÖĞRETİM YILI/DÖNEM: 2024-2025/BAHAR
- YARIYIL: 8, KREDİ: 7.0
- KONTENJAN (Toplam/Birim İçi): 7/0
- DETAYLI İÇERİK: Bilgisayar Yazılımı ve Donanımı Konularından Elde Edilen Bilgilerin Bir Araya Getirilerek Günlük Hayat Problemlerine Uygulanması; Gerekli Bilgisayar Sisteminin Analiz, Tasarım ve Gerçeklemesi; Gerceklenen Yazılım/Donanım Sisteminin Test Edilmesi, Raporlanması ve Sunumu.
---
"
BİM453,Introduction to Machine Learning (Makine Öğrenmesine Giriş),2024-2025,GÜZ,"DERS KODU: BİM453 | DERS ADI: Introduction to Machine Learning (Makine Öğrenmesine Giriş)
- ÖĞRETİM YILI/DÖNEM: 2024-2025/GÜZ
- YARIYIL: 7, KREDİ: 4.5
- KONTENJAN (Toplam/Birim İçi): 80/0
- DETAYLI İÇERİK: Öğrenme Algoritmalarına Giriş; Tek Değişkenli Doğrusal Regresyon; Çok Değişkenli Doğrusal Regresyon; Denetimli Öğrenme Algoritmaları ve Sınıflandırma; Sinir Ağları Modelleri ile Regresyon ve Sınıflandırma; Karar Ağacı Öğrenmesi; Naive Bayes Sınıflandırıcı ve Bayes Ağları; Genetik Algoritmalar; Sınıflandırma Problemleri için Destek Vektör Makinaları; Gizli Markov Modelleri; Denetimsiz Öğrenme Algoritmaları.
---
"
BİM474,Kriptolojiye Giriş,2024-2025,BAHAR,"DERS KODU: BİM474 | DERS ADI: Kriptolojiye Giriş
- ÖĞRETİM YILI/DÖNEM: 2024-2025/BAHAR
- YARIYIL: 8, KREDİ: 4.5
- KONTENJAN (Toplam/Birim İçi): 70/0
- DETAYLI İÇERİK: Şifrelemeye Giriş ve Şifreleme Algoritmaları; Özel-Anahtar Şifreleme Algoritmaları: Veri şifreleme standardı, Üçlü veri şifreleme standardı, Geliştirilmiş şifreleme standardı; Genel Anahtar Şifreleme Algoritmaları: RSA, Diffie-Hellman, ElGamal, Genel-Özel anahtar üretme teknikleri; Geleneksel Şifreleme Teknikleri: Sezar şifresi; Şifrelemenin Kullanılması: Kriptografik hash fonksiyonları, Anahtar değiştirme, Sertifikalar.
---
"
BİM474,Introduction to Cryptography (Kriptolojiye Giriş),2024-2025,BAHAR,"DERS KODU: BİM474 | DERS ADI: Introduction to Cryptography (Kriptolojiye Giriş)
- ÖĞRETİM YILI/DÖNEM: 2024-2025/BAHAR
- YARIYIL: 8, KREDİ: 4.5
- KONTENJAN (Toplam/Birim İçi): 70/0
- DETAYLI İÇERİK: Şifrelemeye Giriş ve Şifreleme Algoritmaları; Özel-Anahtar Şifreleme Algoritmaları: Veri şifreleme standardı, Üçlü veri şifreleme standardı, Geliştirilmiş şifreleme standardı; Genel Anahtar Şifreleme Algoritmaları: RSA, Diffie-Hellman, ElGamal, Genel-Özel anahtar üretme teknikleri; Geleneksel Şifreleme Teknikleri: Sezar şifresi; Şifrelemenin Kullanılması: Kriptografik hash fonksiyonları, Anahtar değiştirme, Sertifikalar.
---
"
BİM486,Research in Computer Science II (Bilgisayar Bilimlerinde Araştırma II),2024-2025,BAHAR,"DERS KODU: BİM486 | DERS ADI: Research in Computer Science II (Bilgisayar Bilimlerinde Araştırma II)
- ÖĞRETİM YILI/DÖNEM: 2024-2025/BAHAR
- YARIYIL: 8, KREDİ: 4.5
- KONTENJAN (Toplam/Birim İçi): 17/0
- DETAYLI İÇERİK: Öğrencilere Bilgisayar Bilimleri alanında yapılan akademik çalışmaklara yatkınlık kazandırmak hedeflenmektedir. Bunun için öğrenciler danışmanlarının belirlediği akademik bir projede rol alırlar. Dağıtık ve Paralel Sistemlerde Araştırma: Depolama Mimarileri ve Dosya Sistemleri, Grid Hesaplama, Ajan-tabanlı Hesaplama; Doğal Dil Işlemede Araştırma: Türkçe Metin Analizi, Kelime Yapısı, Arama Algoritmaları ve Öğrenilebilir Sıralayıcılar; Gizliliği koruyarak Veri İşleme Araştırmaları: Gizlilik, Gizliliği Koruyarak Dağıtık Veri Tabanlı Veri İşleme Fonksiyonları, Gizliliği Koruyarak Veri İşleme, Gizliliği Koruyarak İşbirlikçi Filtreleme; Sinir Ağlarında Araştırma: Çok-katmanlı Algılayıcılar, Özyinelemeli Sinir Ağları, Bulanık Sinir Ağları, Dalgacık Sinir Ağları, Fonksiyon Öğrenme.
---
"
BİM486,Bilgisayar Bilimlerinde Araştırma II,2024-2025,BAHAR,"DERS KODU: BİM486 | DERS ADI: Bilgisayar Bilimlerinde Araştırma II
- ÖĞRETİM YILI/DÖNEM: 2024-2025/BAHAR
- YARIYIL: 8, KREDİ: 4.5
- KONTENJAN (Toplam/Birim İçi): 17/0
- DETAYLI İÇERİK: Öğrencilere Bilgisayar Bilimleri alanında yapılan akademik çalışmaklara yatkınlık kazandırmak hedeflenmektedir. Bunun için öğrenciler danışmanlarının belirlediği akademik bir projede rol alırlar. Dağıtık ve Paralel Sistemlerde Araştırma: Depolama Mimarileri ve Dosya Sistemleri, Grid Hesaplama, Ajan-tabanlı Hesaplama; Doğal Dil Işlemede Araştırma: Türkçe Metin Analizi, Kelime Yapısı, Arama Algoritmaları ve Öğrenilebilir Sıralayıcılar; Gizliliği koruyarak Veri İşleme Araştırmaları: Gizlilik, Gizliliği Koruyarak Dağıtık Veri Tabanlı Veri İşleme Fonksiyonları, Gizliliği Koruyarak Veri İşleme, Gizliliği Koruyarak İşbirlikçi Filtreleme; Sinir Ağlarında Araştırma: Çok-katmanlı Algılayıcılar, Özyinelemeli Sinir Ağları, Bulanık Sinir Ağları, Dalgacık Sinir Ağları, Fonksiyon Öğrenme.
---
"
BİM444,Bilgisayar Mühendisliği Uygulamaları,2024-2025,GÜZ,"DERS KODU: BİM444 | DERS ADI: Bilgisayar Mühendisliği Uygulamaları
- ÖĞRETİM YILI/DÖNEM: 2024-2025/GÜZ
- YARIYIL: 7, KREDİ: 7.0
- KONTENJAN (Toplam/Birim İçi): 3/0
- DETAYLI İÇERİK: Bilgisayar Yazılımı ve Donanımı Konularından Elde Edilen Bilgilerin Bir Araya Getirilerek Günlük Hayat Problemlerine Uygulanması; Gerekli Bilgisayar Sisteminin Analiz, Tasarım ve Gerçeklemesi; Gerceklenen Yazılım/Donanım Sisteminin Test Edilmesi, Raporlanması ve Sunumu.
---
"
BİM444,Bilgisayar Mühendisliği Uygulamaları,2024-2025,BAHAR,"DERS KODU: BİM444 | DERS ADI: Bilgisayar Mühendisliği Uygulamaları
- ÖĞRETİM YILI/DÖNEM: 2024-2025/BAHAR
- YARIYIL: 8, KREDİ: 7.0
- KONTENJAN (Toplam/Birim İçi): 7/0
- DETAYLI İÇERİK: Bilgisayar Yazılımı ve Donanımı Konularından Elde Edilen Bilgilerin Bir Araya Getirilerek Günlük Hayat Problemlerine Uygulanması; Gerekli Bilgisayar Sisteminin Analiz, Tasarım ve Gerçeklemesi; Gerceklenen Yazılım/Donanım Sisteminin Test Edilmesi, Raporlanması ve Sunumu.
---
"
BİM444,Computer Engineering Applications (Bilgisayar Mühendisliği Uygulamaları),2024-2025,GÜZ,"DERS KODU: BİM444 | DERS ADI: Computer Engineering Applications (Bilgisayar Mühendisliği Uygulamaları)
- ÖĞRETİM YILI/DÖNEM: 2024-2025/GÜZ
- YARIYIL: 7, KREDİ: 7.0
- KONTENJAN (Toplam/Birim İçi): 3/0
- DETAYLI İÇERİK: Bilgisayar Yazılımı ve Donanımı Konularından Elde Edilen Bilgilerin Bir Araya Getirilerek Günlük Hayat Problemlerine Uygulanması; Gerekli Bilgisayar Sisteminin Analiz, Tasarım ve Gerçeklemesi; Gerceklenen Yazılım/Donanım Sisteminin Test Edilmesi, Raporlanması ve Sunumu.
---
"
BİM437,Computer Engineering Design (Bilgisayar Mühendisliği için Tasarım),2024-2025,GÜZ,"DERS KODU: BİM437 | DERS ADI: Computer Engineering Design (Bilgisayar Mühendisliği için Tasarım)
- ÖĞRETİM YILI/DÖNEM: 2024-2025/GÜZ
- YARIYIL: 7, KREDİ: 4.0
- KONTENJAN (Toplam/Birim İçi): 6/0
- DETAYLI İÇERİK: Bilgisayar Mühendisliği Konularından Seçmeler: Programal dilleri, Yönetim bilişim sistemleri, Yazılım mühendisliği, Parallel ve dağıtık sistemler, Proje yönetimi, Algoritma analizi, Yazay sinir ağları sinyaller ve sistemler ve mikroişlemciler gibi konuların günlük hayat problemlerine uygulanması ve bir tasarım gerçeklemesi; Özgün Yazılımlar ve Uygulamalara İlişkin Seminerler.
---
"
BİM437,Bilgisayar Mühendisliği için Tasarım,2024-2025,GÜZ,"DERS KODU: BİM437 | DERS ADI: Bilgisayar Mühendisliği için Tasarım
- ÖĞRETİM YILI/DÖNEM: 2024-2025/GÜZ
- YARIYIL: 7, KREDİ: 4.0
- KONTENJAN (Toplam/Birim İçi): 6/0
- DETAYLI İÇERİK: Bilgisayar Mühendisliği Konularından Seçmeler: Programal dilleri, Yönetim bilişim sistemleri, Yazılım mühendisliği, Parallel ve dağıtık sistemler, Proje yönetimi, Algoritma analizi, Yazay sinir ağları sinyaller ve sistemler ve mikroişlemciler gibi konuların günlük hayat problemlerine uygulanması ve bir tasarım gerçeklemesi; Özgün Yazılımlar ve Uygulamalara İlişkin Seminerler.
---
"
BİM204,Numeric Analysis for Computer Engineers (Bilgisayar Mühendisleri için Sayısal Analiz),2024-2025,BAHAR,"DERS KODU: BİM204 | DERS ADI: Numeric Analysis for Computer Engineers (Bilgisayar Mühendisleri için Sayısal Analiz)
- ÖĞRETİM YILI/DÖNEM: 2024-2025/BAHAR
- YARIYIL: 4, KREDİ: 3.5
- KONTENJAN (Toplam/Birim İçi): 9999/1
- DETAYLI İÇERİK: Genel Sayısal Analiz: İterasyonla denklemlerin çözümü, İnterpolasyon, Şerit interpolasyon, Sayısal tümleştirme ve diferansiyel; Sayısal Doğrusal Cebir: Doğrusal sistemler, En küçük kareler yöntemi, Özdeğer problemleri, Tridiyagonelleştirme ve QR-Çarpanlara ayırma; Adi Diferansiyel Denklemler (ADD) ve Kısmi Diferansiyel Denklemler (KDD) için Sayısal Analiz: Birinci ve yüksek mertebeden ADD için yöntemler, Eliptik/Hiperbolik/Parabolik KDD için yöntemler.
---
"
BİM105,Introduction to Computer Engineering (Bilgisayar Mühendisliğine Giriş),2024-2025,GÜZ,"DERS KODU: BİM105 | DERS ADI: Introduction to Computer Engineering (Bilgisayar Mühendisliğine Giriş)
- ÖĞRETİM YILI/DÖNEM: 2024-2025/GÜZ
- YARIYIL: 1, KREDİ: 2.0
- KONTENJAN (Toplam/Birim İçi): 9999/0
- DETAYLI İÇERİK: Bilgisayara Giriş: Bilgisayarın genel yapısı, Yazılım, Donanım; Bilgisayar Donanıma Giriş; Veri ve Depolama; Bilgisayar Yazılımına Giriş; Programlama Kavramına Genel Bir Bakış; İşletim Sistemlerine Giriş; Yapay Zekaya Giriş: Makine öğrenmesi, Bilgisayarla görü, Görüntü işleme; Veri Bilimine Giriş; Internet ve Bilgisayar Ağlarına Giriş; Veri Tabanlarına Giriş; Bilgisayar Kuramı ve Algoritma Analizine Giriş.
---
"
BİM437,Bilgisayar Mühendisliği için Tasarım,2024-2025,GÜZ,"DERS KODU: BİM437 | DERS ADI: Bilgisayar Mühendisliği için Tasarım
- ÖĞRETİM YILI/DÖNEM: 2024-2025/GÜZ
- YARIYIL: 7, KREDİ: 4.0
- KONTENJAN (Toplam/Birim İçi): 8/0
- DETAYLI İÇERİK: Bilgisayar Mühendisliği Konularından Seçmeler: Programal dilleri, Yönetim bilişim sistemleri, Yazılım mühendisliği, Parallel ve dağıtık sistemler, Proje yönetimi, Algoritma analizi, Yazay sinir ağları sinyaller ve sistemler ve mikroişlemciler gibi konuların günlük hayat problemlerine uygulanması ve bir tasarım gerçeklemesi; Özgün Yazılımlar ve Uygulamalara İlişkin Seminerler.
---
"
BİM303,Microcomputers (Mikrobilgisayarlar),2024-2025,GÜZ,"DERS KODU: BİM303 | DERS ADI: Microcomputers (Mikrobilgisayarlar)
- ÖĞRETİM YILI/DÖNEM: 2024-2025/GÜZ
- YARIYIL: 5, KREDİ: 7.0
- KONTENJAN (Toplam/Birim İçi): 9999/1
- DETAYLI İÇERİK: Mikrobilgisayarlara Giriş: Mikroişlemci, Hafıza, G/Ç, Veriyolları; Programlama Yapısı ve Yazılım Geliştirme Süreci: Düşük ve yüksek seviye programlama dilleri, Yazılım geliştirme araçları; Mikroişlemci Mimarisi: Temel komut döngüsü, Yazmaçlar; Adresleme Modları: Veri adresleme, Program hafızası adresleme, Yığın hafızası adresleme; Komutlar: Komut formatı, Veri hareketi komutları, Aritmetik ve mantık komutları, Program kontrol komutları; Hafıza Arabirimi: Hafıza bağlantıları, Hafıza tipleri, Hata düzeltme; G/Ç Arabirimi: Ayrık G/Ç, Hafıza haritalı G/Ç, Tokalaşma, Seri ve paralel haberleşme; Kesmeler: Yoklama ve kesme, Kesme tipleri; Mikroişlemci Performansı; Kayan Nokta Aritmetiği.
---
"
BİM444,Computer Engineering Applications (Bilgisayar Mühendisliği Uygulamaları),2024-2025,BAHAR,"DERS KODU: BİM444 | DERS ADI: Computer Engineering Applications (Bilgisayar Mühendisliği Uygulamaları)
- ÖĞRETİM YILI/DÖNEM: 2024-2025/BAHAR
- YARIYIL: 8, KREDİ: 7.0
- KONTENJAN (Toplam/Birim İçi): 8/0
- DETAYLI İÇERİK: Bilgisayar Yazılımı ve Donanımı Konularından Elde Edilen Bilgilerin Bir Araya Getirilerek Günlük Hayat Problemlerine Uygulanması; Gerekli Bilgisayar Sisteminin Analiz, Tasarım ve Gerçeklemesi; Gerceklenen Yazılım/Donanım Sisteminin Test Edilmesi, Raporlanması ve Sunumu.
---
"
BİM444,Bilgisayar Mühendisliği Uygulamaları,2024-2025,BAHAR,"DERS KODU: BİM444 | DERS ADI: Bilgisayar Mühendisliği Uygulamaları
- ÖĞRETİM YILI/DÖNEM: 2024-2025/BAHAR
- YARIYIL: 8, KREDİ: 7.0
- KONTENJAN (Toplam/Birim İçi): 8/0
- DETAYLI İÇERİK: Bilgisayar Yazılımı ve Donanımı Konularından Elde Edilen Bilgilerin Bir Araya Getirilerek Günlük Hayat Problemlerine Uygulanması; Gerekli Bilgisayar Sisteminin Analiz, Tasarım ve Gerçeklemesi; Gerceklenen Yazılım/Donanım Sisteminin Test Edilmesi, Raporlanması ve Sunumu.
---
"
BİM437,Computer Engineering Design (Bilgisayar Mühendisliği için Tasarım),2024-2025,GÜZ,"DERS KODU: BİM437 | DERS ADI: Computer Engineering Design (Bilgisayar Mühendisliği için Tasarım)
- ÖĞRETİM YILI/DÖNEM: 2024-2025/GÜZ
- YARIYIL: 7, KREDİ: 4.0
- KONTENJAN (Toplam/Birim İçi): 8/0
- DETAYLI İÇERİK: Bilgisayar Mühendisliği Konularından Seçmeler: Programal dilleri, Yönetim bilişim sistemleri, Yazılım mühendisliği, Parallel ve dağıtık sistemler, Proje yönetimi, Algoritma analizi, Yazay sinir ağları sinyaller ve sistemler ve mikroişlemciler gibi konuların günlük hayat problemlerine uygulanması ve bir tasarım gerçeklemesi; Özgün Yazılımlar ve Uygulamalara İlişkin Seminerler.
---
"
BİM459,Artificial Intelligence in Healthcare (Sağlıkta Yapay Zeka),2024-2025,BAHAR,"DERS KODU: BİM459 | DERS ADI: Artificial Intelligence in Healthcare (Sağlıkta Yapay Zeka)
- ÖĞRETİM YILI/DÖNEM: 2024-2025/BAHAR
- YARIYIL: 8, KREDİ: 4.5
- KONTENJAN (Toplam/Birim İçi): 72/0
- DETAYLI İÇERİK: Digital Transformation in Healthcare; Medical Data Analysis; Computational Model Development in Healthcare Problems and Tools: Tensorflow, Keras, Pytorch, Anaconda, NumPy, ScikitLearn, OpenCV; Computational Model Development Stages; Clinical problem definition, Data curation, Data annotation, Model development, Model evaluation; Deep Learning Techniques in Medical Data Analysis; Medical Data: Imaging data, Text data, Reports, Demographics, Data privacy; Medical Data Analysis Applications: Medical image segmentation, Clinical object detection and tracking, Lesion detection and classification, Prognosis.
---
"
İST252,Probability and Statistics (Olasılık ve İstatistik),2024-2025,BAHAR,"DERS KODU: İST252 | DERS ADI: Probability and Statistics (Olasılık ve İstatistik)
- ÖĞRETİM YILI/DÖNEM: 2024-2025/BAHAR
- YARIYIL: 4, KREDİ: 4.0
- KONTENJAN (Toplam/Birim İçi): 9999/1
- DETAYLI İÇERİK: Veri Gösterimi: Ortalama, Yayılım, Deneyler, Olaylar; Olasılık: Permutasyon ve kombinasyon, Rassal değişkenler, Olasılık dağılımları, Dağılımların ortalaması ve varyansı, Binom, Poisson ve hipergeometrik dağılımlar, Normal dağılım, Çoklu olasılıksal değişken dağılımı, Rastgele örnekleme, Paramatrelerin noktasal kestirimi, Güven aralıkları, Hipotez testleri, Karar alma, Kalite kontrol, Kabul örneklemesi, Uyum iyiliği, X2 testi, Parametrik olmayan testler, Regresyon, Doğrular, Korelasyon.
---
"
ESTÜ132,Siyasal Düşünceler Tarihi,2024-2025,BAHAR,"DERS KODU: ESTÜ132 | DERS ADI: Siyasal Düşünceler Tarihi
- ÖĞRETİM YILI/DÖNEM: 2024-2025/BAHAR
- YARIYIL: 2, KREDİ: 3.0
- KONTENJAN (Toplam/Birim İçi): 15/26
- DETAYLI İÇERİK: Toplum, Düşünce ve Kurgu: İlkel topluluklar ve düşüncenin başlangıcı, Siyasal kurgunun ortaya çıkışı; Organik Evrimden Toplumsal-Kültürel Evrime: Taş çağlarında insanın yaşamı, İlkel topluluğun düşünce biçimi; İlkel Topluluktan Uygar Topluma Geçiş ve Uygarlığın Yayılması: İlk uygar toplumun doğuşu ve toplumsal iş bölümü, Uygarlıkların yayılması; Yunan Öncesi Uygarlıklarda Siyasal Düşünüş: Mezopotamya, Mısır ve Anadolu'da siyasal düşünce; Yunan'ın Çağdaşı Uygarlıklarda Siyasal Düşünüş: İran, Hindistan, Çin ve İbranilerde siyasal düşünüş; Eski Yunan'da toplum ve siyasal düşünüş; Roma'da Toplum ve Siyasal Düşünüş: Roma'da ekonomik ve toplumsal-siyasal gelişmeler, Roma'da siyasal düşünüş; Ortaçağ Latin Dünyasında Toplum ve Siyasal Düşünüş: Latin dünyasında ekonomik, toplumsal ve siyasal gelişmeler; Latin dünyasında siyasal düşünüş; Yeniçağ'da Toplum ve Siyasal Düşünüş: Batı toplumlarında ekonomik, toplumsal ve siyasal gelişmeler, feodal düzenden kapitalist sisteme geçiş; Yeniçağ Batı Toplumlarında Siyasal Düşünüş: Dinde Reform, Mutlak Monarşi ve Aydınlanma.
---
"
TAR165,Atatürk İlkeleri ve İnkılap Tarihi I,2024-2025,GÜZ,"DERS KODU: TAR165 | DERS ADI: Atatürk İlkeleri ve İnkılap Tarihi I
- ÖĞRETİM YILI/DÖNEM: 2024-2025/GÜZ
- YARIYIL: 3, KREDİ: 2.0
- KONTENJAN (Toplam/Birim İçi): 100/500
- DETAYLI İÇERİK: Osmanlı Devleti'nde Yenileşme Çabaları; Osmanlı Devleti'nin Duraklama Devrine Genel Bir Bakış: Türkiye'de reform arayışları; Tanzimat Fermanı ve Getirdikleri: Türkiye'de Meşrutiyet Dönemleri; I. Meşrutiyet Döneminde Siyaset: Avrupa ve Türkiye 1838-1914, Sömürgecilikten Dünya Savaşına Avrupa, Mondros'tan Lozan'a Türkiye; Şark Meselesinin Uygulamaya Konması: Türkiye Büyük Millet Meclisi ve siyasi yapılanma (1920-1923); Osmanlıdan Cumhuriyet'e Ekonomik Gelişmeler; Yeni Türk Devleti'nin İlanı: Lozan'dan Cumhuriyet'e.
---
"
TAR166,Atatürk İlkeleri ve İnkılap Tarihi II,2024-2025,GÜZ,"DERS KODU: TAR166 | DERS ADI: Atatürk İlkeleri ve İnkılap Tarihi II
- ÖĞRETİM YILI/DÖNEM: 2024-2025/GÜZ
- YARIYIL: 3, KREDİ: 2.0
- KONTENJAN (Toplam/Birim İçi): 100/500
- DETAYLI İÇERİK: Yeniden Yapılanma Dönemi; Türkiye Cumhuriyeti'nde Temel Politikaların Ortaya Çıkışı (1923-1938 Dönemi); Atatürk İlkeleri ve Atatürk Döneminde Dil-Tarih ve Kültür Alanındaki Çalışmalar; Atatürk Dönemi Türk Dış Politikası ve Uygulama Esasları; 1938'den 2002'ye Ekonomik Gelişmeler; Türk Dış Politikasında 1938-2002 Dönemi; Atatürk'ten Sonra Türkiye; 1938'den Günümüze Sosyal, Kültürel ve Sanatsal Değişme ve Gelişmeler.
---
"
BİM444,Computer Engineering Applications (Bilgisayar Mühendisliği Uygulamaları),2024-2025,BAHAR,"DERS KODU: BİM444 | DERS ADI: Computer Engineering Applications (Bilgisayar Mühendisliği Uygulamaları)
- ÖĞRETİM YILI/DÖNEM: 2024-2025/BAHAR
- YARIYIL: 8, KREDİ: 7.0
- KONTENJAN (Toplam/Birim İçi): 7/0
- DETAYLI İÇERİK: Bilgisayar Yazılımı ve Donanımı Konularından Elde Edilen Bilgilerin Bir Araya Getirilerek Günlük Hayat Problemlerine Uygulanması; Gerekli Bilgisayar Sisteminin Analiz, Tasarım ve Gerçeklemesi; Gerceklenen Yazılım/Donanım Sisteminin Test Edilmesi, Raporlanması ve Sunumu.
---
"
BİM437,Computer Engineering Design (Bilgisayar Mühendisliği için Tasarım),2024-2025,GÜZ,"DERS KODU: BİM437 | DERS ADI: Computer Engineering Design (Bilgisayar Mühendisliği için Tasarım)
- ÖĞRETİM YILI/DÖNEM: 2024-2025/GÜZ
- YARIYIL: 7, KREDİ: 4.0
- KONTENJAN (Toplam/Birim İçi): 7/0
- DETAYLI İÇERİK: Bilgisayar Mühendisliği Konularından Seçmeler: Programal dilleri, Yönetim bilişim sistemleri, Yazılım mühendisliği, Parallel ve dağıtık sistemler, Proje yönetimi, Algoritma analizi, Yazay sinir ağları sinyaller ve sistemler ve mikroişlemciler gibi konuların günlük hayat problemlerine uygulanması ve bir tasarım gerçeklemesi; Özgün Yazılımlar ve Uygulamalara İlişkin Seminerler.
---
"
BİM444,Bilgisayar Mühendisliği Uygulamaları,2024-2025,BAHAR,"DERS KODU: BİM444 | DERS ADI: Bilgisayar Mühendisliği Uygulamaları
- ÖĞRETİM YILI/DÖNEM: 2024-2025/BAHAR
- YARIYIL: 8, KREDİ: 7.0
- KONTENJAN (Toplam/Birim İçi): 7/0
- DETAYLI İÇERİK: Bilgisayar Yazılımı ve Donanımı Konularından Elde Edilen Bilgilerin Bir Araya Getirilerek Günlük Hayat Problemlerine Uygulanması; Gerekli Bilgisayar Sisteminin Analiz, Tasarım ve Gerçeklemesi; Gerceklenen Yazılım/Donanım Sisteminin Test Edilmesi, Raporlanması ve Sunumu.
---
"
